en,tr,partition
"Soldiers were deployed in Marawi City after the declaration of martial law.
","Sıkıyönetim sonrası şehire askerler yerleştirildi.
",2017_05_30_photos-more-than-70000-displaced-by-clashes-between-philippine-troops-and-suspected-isis-backed-group_
"Source: Facebook page of Kathy Yamzon.
","Kaynak: Kathy Yamzon.
",2017_05_30_photos-more-than-70000-displaced-by-clashes-between-philippine-troops-and-suspected-isis-backed-group_
"Used with permission.
","Some farmers couldn't leave their animals behind as they flee the city of Marawi.
",2017_05_30_photos-more-than-70000-displaced-by-clashes-between-philippine-troops-and-suspected-isis-backed-group_
"Source: Facebook page of Kathy Yamzon.
","Kaynak: Kathy Yamzon.
",2017_05_30_photos-more-than-70000-displaced-by-clashes-between-philippine-troops-and-suspected-isis-backed-group_
"Used with permission.
","After a city lockdown was enforced in Marawi, thousands scrambled for available means of transportation to escape the city.
",2017_05_30_photos-more-than-70000-displaced-by-clashes-between-philippine-troops-and-suspected-isis-backed-group_
"Source: Facebook page of Kathy Yamzon.
","Kaynak: Kathy Yamzon.
",2017_05_30_photos-more-than-70000-displaced-by-clashes-between-philippine-troops-and-suspected-isis-backed-group_
"Used with permission.
","A ""sanctuary"" for Marawi evacuees in the town of Saguiaran, Lanao Del Sur.
",2017_05_30_photos-more-than-70000-displaced-by-clashes-between-philippine-troops-and-suspected-isis-backed-group_
"A typical evacuation center in a government facility.
","Hüküment tesislerinde tipik bir tahliye merkezi.
",2017_05_30_photos-more-than-70000-displaced-by-clashes-between-philippine-troops-and-suspected-isis-backed-group_
"The Conflict in the Middle East Is Not Between Sunnis and Shias and Doesn't 'Date Back Millennia' · Global Voices
","Ortadoğu'daki İhtilaf Sünni ve Şiiler Arasında Değil ve ""Bin Yıla"" Dayanmıyor
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"Distribution of Sunni and Shia Islam in the Middle East and North Africa.
","Ortadoğu ve Kuzey Afrika'da Sünni ve Şii nüfus dağılımı.
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"Photo by Peaceworld111 on Wikipedia, used under CC BY-SA 4.0
","Görüntü: Peaceworld111, Wikipedia, CC BY-SA 4.0 telif hakkı ile kullanılmıştır.
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"In his last State of the Union address US President Barack Obama stated that conflicts in the Middle East ""date back millennia.""
","ABD Başkanı olarak son halka seslenişinde Barack Obama Ortadoğu ihtilafının ""bin yıl geriye dayandığını"" söyledi.
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"One Arab researcher takes time to explain to him that one aspect of the conflict — today's so-called Sunni-Shia rift is anything but ancient.
","Bir Arap araştırmacı ise bu ihtilafın bir yanını açıklayarak Sünni-Şii ayrımının tarihsel olmadığını gösterdi.
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"""The Middle East is going through a transformation that will play out for a generation, rooted in conflicts that date back millennia,"" Obama said.
","""Ortadoğu bin yıl geriye dayanan, bir kuşak boyu sürecek olan dönüşümden geçmekte.""
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"In a series of tweets, entitled About the so-called ""ancient"" Sunni-Shia rift, Palestinian writer, career entrepreneur, and Arab Spring activist Iyad El-Baghdadi delves into history picking examples of times when the sect of scholars and politicians did not matter:
","Filistinli yazar, kariyer girişimcisi ve Arap Baharı aktivisti Iyad El-Baghdadi, bir seri tweet ile ""sözümona 'tarihi' Sünni-Şii ayrımı hakkında"" başlığı altında, alim tarikatlarının ve siyasetçilerin önemli olmadığı zamanlardan örnekler verdi:
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"In the late 19th century, Shiite scholar Al Afghani was a prominent member of the anti-colonialist, pan-Islamic revival movement. — Iyad El-Baghdadi (@iyad_elbaghdadi) January 13, 2016
","19. yüzyıl sonlarında Şii alim Cemaleddin Efgani sömürge karşıtı, ümmetçi diriliş hareketinde önemli bir şahıstı.
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"Al Afghani's disciple was none other than prominent Sunni scholar Mohammad Abduh, who would later become Egypt's Grand Mufti. — Iyad El-Baghdadi (@iyad_elbaghdadi) January 13, 2016
","Efgani'nin müridi, bir başka önemli şahıs Sünni alim Muhammed Abduh idi, gelecekte Mısır Baş Müftüsü olacaktı.
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"One of the Sunni Abduh's lasting works was his commentary on Nahj al Balagha, one of most important Shia references. — Iyad El-Baghdadi (@iyad_elbaghdadi) January 13, 2016
","Sünni Abduh'un kalıcı eserlerinden birisi, en önemli Şii dayanağı olan Nehсü'l Belâga üzerine bir yorumdu.
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"In 1931, Iraqi Shia cleric Kashif al Ghita led Sunni clerics in prayers in Al-Aqsa mosque in Jerusalem, at an anti-imperialist conference. — Iyad El-Baghdadi (@iyad_elbaghdadi) January 13, 2016
","1931 yılında Irak Şii vaizi Kashif al-Ghita, Kudüs'teki sömürge karşıtı bir konferansta Sünni alimler için dualar etti.
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"In the 1940s, Pakistan, a majority Sunni state, was founded by Jinnah, a Shiite Muslim. — Iyad El-Baghdadi (@iyad_elbaghdadi) January 13, 2016
","1940'larda Sünni çoğunluklu Pakistan, Şii olan Muhammed Ali Cinnah tarafından kuruldu.
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"In the early 1950s people answering the Iraq census didn't know whether to pick ""Sunni"" or ""Shia"" coz many were mixed. — Iyad El-Baghdadi (@iyad_elbaghdadi) January 13, 2016
","1950'lerin başında Irak nüfus sayımında insanlar ""Sünni"" mi ""Şii"" mi sorusuna cevap veremiyorlardı, çünkü çoğu karışıktı.
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"In 1958, Egypt's Grand Mufti declared that Shiism will be taught in Al Azhar as the fifth school alongside Sunni schools of jurisprudence. — Iyad El-Baghdadi (@iyad_elbaghdadi) January 13, 2016
","1958 yılında Mısır Baş Müftüsü, El-Ezher'de Sünni hukuk biliminin yanı sıra beşinci okul olarak Şiilik eğitimi verileceğini duyurdu.
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"In the 1960s Sunni Saudi Arabia supported the Zaydi Shias in Yemen in a civil war against Egypt-supported Republicans. — Iyad El-Baghdadi (@iyad_elbaghdadi) January 13, 2016
","1960'larda Sünni Suudi Arabistan, Yemen iç savaşında Mısır destekli cumhuriyetçilere karşı savaşan Zeydileri destekledi.
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"In the 1980s, the majority of the Iraqi army fighting Iran in the Iraq-Iran war was made up of Arab Shias. — Iyad El-Baghdadi (@iyad_elbaghdadi) January 13, 2016
","1980'lerdeki İran-Irak savaşında, İran ile savaşan Irak ordusunun çoğunluğu Arap Şiilerinden oluşmaktaydı.
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"In the 1990s & 2000s, Shiite Iran supported Sunni Palestinian militant group Hamas. — Iyad El-Baghdadi (@iyad_elbaghdadi) January 13, 2016
","1990&2000'lerde Şii İran, Filistinli Sünni militan örgüt Hamas'ı destekledi.
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"El-Baghdadi further explains the ""divide and conquer"" rift is political in nature and a ""willful and cynical sectarianization of a regional power struggle.""
","He tweets:
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"The current dynamic isn't a conflict of sectarianism but a willful and cynical sectarianization of a regional power struggle. — Iyad El-Baghdadi (@iyad_elbaghdadi) January 13, 2016
","Şu anki hareketlilik bir mezhep ayrılığı değil, bölgesel güç mücadelesindeki kasti ve kinik bir mezhepleştirmedir.
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"According to El-Baghdadi, tyrants are the only beneficiaries of this split and that sectarianism has been ""weaponised for power"":
","El-Baghdadi'ye göre tiranlar ancak bu ayrımdan karlı çıkanlar ve mezhepçilik ""güç için silahlandırılmakta.""
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"Tyrants are rarely ideologically committed to Sunnism or Shiism; but are happy to exploit either when it's expedient. — Iyad El-Baghdadi (@iyad_elbaghdadi) January 13, 2016
","Tiranlar kendilerini Sünni ve Şiiliğe nadiren ideolojik şekilde adarlar, fakat ne zaman bir çıkarcılık olsa istismardan kaçınmazlar.
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"Sectarianization became the pragmatic thing to do.
","Mezhepçilik bir faydacılık haline geldi.
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"Hatemongering ideologues became useful and hence became stars on TV and media. — Iyad El-Baghdadi (@iyad_elbaghdadi) January 13, 2016
","Tahmin edildiği gibi bugünün konusu, muhalefete düşen görüşler ile ilgili ilahiyatsal farklılıkları geçiştirdiğim yahut görmezden geldiğimdi.
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"Fact is, I acknowledge the old theological rift and the communal differences but I emphasize their modern political weaponization. — Iyad El-Baghdadi (@iyad_elbaghdadi) January 13, 2016
","Gerçek şu ki, tarihi ilahiyatsal ayrımı ve toplumsal değişiklikleri kabul ediyorum, fakat modern siyasi silahlandırılışı vurguluyorum.
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"Has the region been sectarianized?
","Bölge mezhepleştirildi mi?
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"Yes.
","Evet.
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"Are the differences real?
","Farklılıklar gerçek mi?
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"Yes.
","Evet.
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"Is the current war posturing an ancient theological dispute?
","No. — Iyad El-Baghdadi (@iyad_elbaghdadi) January 13, 2016
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"Many theological and communal differences are innocuous, mundane, and not particularly deadly, until they are weaponized for power. — Iyad El-Baghdadi (@iyad_elbaghdadi) January 13, 2016
","Birçok ilahiyatsal ve toplumsal farklılık, güç için silahlandırma olmadığı sürece zararsız, olağan ve bilhassa ölümcül değildir.
",2016_01_15_the-conflict-in-the-middle-east-is-not-between-sunnis-and-shias-and-doesnt-date-back-millennia_
"Salvador Adame Is the Seventh Journalist Murdered in Mexico in 2017 · Global Voices
","Salvador Adame Meksika'da 2017 Yılında Öldürülen Yedinci Gazeteci
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"Salvador Adame.
","Salvador Adame.
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"Image widely circulated on Twitter.
","Twitter'da geniş çapta kullanılan bir görüntü.
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"The burned body of Salvador Adame, a journalist and founder of local news channel 6TV, was discovered in the western Mexican state of Michoacan, authorities announced on June 26:
","26 Haziran tarihindeki resmi açıklamalara göre yerel haber kanalı 6TV kurucusu ve haberci Salvador Adame'nin yakılmış cesedi batı Meksika eyaleti Michoacan'da bulundu.
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"After taking and comparing the fingerprint samples required by the law in these proceedings by specialists from the Genetics Direction, the DNA tests let us conclude that these remains belong to Salvador Adame Pardo, as he was called when he was alive.
","Yasa gereği Genetik Birimi uzmanları tarafından parmak izi örnekleri alınması ve DNA testleri ardından cesedin Salvador Adame Pardo'ya ait olduğu anlaşıldı.
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"Adame had been kidnapped by an armed group almost a month before, according to reports in the national newspaper La Jornada.
","Ulusal gazete La Jornada'nin haberine göre Adame yaklaşık bir ay önce silahli bir örgüt tarafından kaçırılmıştı.
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"The region where his body was found is popularly known as Tierra Caliente (Hot Land), and is one of the most violent in Michoacán, a state that in the last few years has seen a disproportionate growth in criminality and accusations of collusion between the local government and organized crime.
","Cesedin bulunduğu Tierra Caliente (Sıcak Toprak) olarak bilinen bölge, son yıllarda yerel hükümet ve suç örgütleri arasındaki gizli anlaşma ithamları ve suç oranındaki aşırı yükselme ile Michoacán'daki en tehlikeli bölgelerden birisi sayılmakta.
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"Independent news outlet Animal Político reported that before his death Adame had received threats on several occasions, warning him to stop his work as a journalist.
","Bağımsız haber kaynağı Animal Político, cinayet öncesi Adame'ın birçok kez haberciliği bırakması üzerine tehdit aldığını yazdı.
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"His wife Frida Urtiz said she felt enormous pressure as well because of the work she did with Adame:
","Karısı Frida Urtiz, kocası ile birlikte çalışmaları nedeniyle ağır baskı altında kaldığını söyledi:
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"My husband and I are the owners of the news channel.
","Kocam ve ben haber kanalı sahibiyiz.
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"We had publicity contracts with the municipality of Múgica to do the job that all administrations must do: inform citizens.
","Múgica vilayeti ile tüm yönetimlerin yapması gereken bir şey üzerine anlaşmamız var: İnsanları bilgilendirmek.
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"We desisted because of the pressure we received.
","Üzerimizdeki baskı yüzünden çekildik.
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"A note published by 6TV itself described Adame this way:
","6TV tarafından yayınlanan bir yazı Adame'ı şöyle tanıttı:
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"The journalist, who was subject of police harassment over a year ago, maintained an active, critic, astute, bold and brave leadership against the criminal atmosphere that prevailed in the area, also known as Cuatro Caminos, the heart of the state and the center of endless gang battles.
","Bir yıl önce polis tacizine maruz kalan haberci; aktif, eleştirel, dirayetli, gözü pek ve cesur bir liderlik ile Cuatro Caminos olarak da bilinen sonsuz çete savaşlarının merkezi ve devletin kalbi olan suç alanına karşı durdu.
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"Adame is the seventh journalist murdered in Mexico in 2017, as human rights defender Cencos pointed out.
","İnsan hakları savunucusu Cencos'un ifadesiyle Adame 2017 yılında Meksika'da öldürülen yedinci haberci oldu.
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"They tweeted a GIF that explains how Adame was found, demands justice and concludes with the statement, ""Truth is not killed when a journalist is killed"":
","Adame'ın nasıl bulunduğuna dair, adalet arayışında bulunan bir GIF tweetlediler, ""Gerçekler haberciler ile birlikte ölmüyor.""
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"#SalvadorAdame is the seventh journalist that has been killed since the beginning of the year.
","#SalvadorAdame bu yıldan beri öldürülen yedinci haberci.
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"We demand clarity and a stop to all aggression. #NoToSilence.
","Tüm bu şiddete son ve açıklık istiyoruz.#NoAlSilencio
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"The impact of these attacks against journalists in Mexico goes beyond the reporters themselves.
","Meksika'daki habercilere karşı saldırıların etkisi kişilerden öteye gidiyor.
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"Frida Urtiz, for example, suffered grave health problems after the abduction of her husband.
","Frida Urtiz, kocasının kaçırılmasının ardından ciddi kalp sıkıntıları yaşamaya başladı.
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"Recently, a high representative of the Secretariat of the Interior, Roberto Campa, appeared to downplay the gravity of the situation when he said that compared to past administrations, this is not the the worst period of violence against reporters in Mexico.
","Yakın zamanlarda İçişleri Bakanlığı yüksek sözcülerinden Roberto Campa geçmiş yönetimlere nispeten Meksika'da habercilere karşı yaşanılan en kötü dönem olmadığını belirterek durumun ciddiyetini küçümsedi.
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"It is true, however, that violence against those who practice journalism in Mexico is not something new.
","Fakat Meksika'da habercilere karşı gösterilen şiddet yeni bir şey değil.
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"In 2015, journalist Isabel Uribe wrote:
","2015 yılında haberci Isabel Uribe şöyle yazdı:
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"In Mexican journalism, the ink constantly smells of death.
","Meksika haberciliğinde mürekkep her zaman ölüm kokar.
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"The assassination of nine journalists since the beginning of 2015 confirm how Mexico is one of the most dangerous places on the planet to practice this profession, a Pandora's box that hides the most horrific atrocities: aggression, intimidation, torture, forced disappearances, self-censorship and death.
","2015 yılının başından beri dokuz habercinin suikasti dünya üzerinde bu ülkenin haberciler için ne kadar tehlikeli olduğunu gösteriyor.
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"After news of Adame's death broke, Luis De Tlacuilo, a Twitter user, made the following comment:
","Adame'ın ölümüne dair haberlerin ardından Twitter kullanıcısı Luis de Tlacuilo şöyle yazdı:
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"It's sad to realize that someone could be killed while practicing his profession. #SalvadorAdame
","Birinin sadece işini yaptığı için öldürüldüğünü fark etmek üzücü.#SalvadorAdame
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"Journalist Jenaro Villamil condemned the local government:
","Haberci Jenaro Villamil yerel hükümeti yerdi:
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"Another journalist killed. #SalvadorAdame.
","After weeks of being disappeared under Michoacan government's indolence.
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"The office in charge of protecting human rights in Mexico pressed other government institutions to act:
","Meksika'da insan haklarını korumakla yükümlü makam hükümetin diğer makamlarına harekete geçmeleri için baskıda bulundu:
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"CDNH calls on authorities at all three levels of government to investigate and solve the murder of #SalvadorAdame.
","CDNH #SalvadorAdame cinayetinin soruşturulup çözülmesi için hükümetin her üç seviyesindeki tüm yetkilileri göreve çağırmaktadır.
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"Salvador Adame joins the list of journalists who have been assassinated in 2017, a list that includes Miroslava Breach and Javier Valdez.
","Salvador Adame, Miroslava Breach ve Javier Valdez'in de bulunduğu 2017'de öldürülen gazeteciler listesine katıldı.
",2017_06_27_salvador-adame-is-the-seventh-journalist-murdered-in-mexico-in-2017_
"The Kyrgyz “Dancing Kelin” Protests Early Marriage By Calling Attention to the Harsh Realities of Rural Brides · Global Voices
","Kırgız “Dans Eden 'Kelin"" Erken Evlilik ile Taşra Gelinlerinin Haşin Hayat Şartlarına Dikkat Çekmekte
",2017_07_29_the-kyrgyz-dancing-kelin-protests-early-marriage-by-calling-attention-to-the-harsh-realities-of-rural-brides_
"Instagrammer Saykal Jumalieva, 21, rocks out to 'Stayin' Alive' outside a traditional Kyrgyz yurt, calling attention to the plight of 'kelins' or 'brides' in Kyrgyzstan.
","21 yaşındaki Instagram kullanıcısı Saykal Jumalieva geleneksel bir Kırgız otağından 'Stayin' Alive"" şarkısıyla dans ederek çıkarken 'kelin' yani gelinlerin Kırgızistan'daki durumuna dikkat toplamaya çalışıyor.
",2017_07_29_the-kyrgyz-dancing-kelin-protests-early-marriage-by-calling-attention-to-the-harsh-realities-of-rural-brides_
"Photo rights via Wikipedia Commons, 2006.
","Görüntü: Wikipedia Commons, 2006.
",2017_07_29_the-kyrgyz-dancing-kelin-protests-early-marriage-by-calling-attention-to-the-harsh-realities-of-rural-brides_
"A video of a Kyrgyz rural bride dancing to ""Stayin' Alive,"" a classic Western disco song by the Bee Gees, goes viral in Central Asia with nearly 83,000 views to date and thousands of shares on other social media platforms, bringing media attention to the problem of early marriage and the harsh reality of rural brides' lives in this former Soviet republic.
","Kırgız taşrasından bir gelinin klasik batı disko müziği olan ""Stayin' Alive"" ile dans ettiği video Orta Asya'da 83.000 civarı görüntülenme ve sosyal medyadaki binlerce paylaşımıyla yayıldı.
",2017_07_29_the-kyrgyz-dancing-kelin-protests-early-marriage-by-calling-attention-to-the-harsh-realities-of-rural-brides_
"“Life in the village is round-the-clock work.
","""Köy yaşamı her saat iş demek.
",2017_07_29_the-kyrgyz-dancing-kelin-protests-early-marriage-by-calling-attention-to-the-harsh-realities-of-rural-brides_
"Brides finish one chore and start another.
","Gelinler bir işi bırakıp diğerine başlıyorlar.
",2017_07_29_the-kyrgyz-dancing-kelin-protests-early-marriage-by-calling-attention-to-the-harsh-realities-of-rural-brides_
"They work 24/7.""
","7/24 çalışıyorlar.""
",2017_07_29_the-kyrgyz-dancing-kelin-protests-early-marriage-by-calling-attention-to-the-harsh-realities-of-rural-brides_
"Early marriage, although outlawed, is a common problem within Central Asian republics where underage girls, especially in rural areas, are forced to enter arranged marriages.
","Erken evlilik yasa dışı ilan edilmesine rağmen Orta Asya cumhuriyetlerinde özellikle taşra bölgelerde küçük kızlara karşı zor yoluyla sürdürülmekte.
",2017_07_29_the-kyrgyz-dancing-kelin-protests-early-marriage-by-calling-attention-to-the-harsh-realities-of-rural-brides_
"Kyrgyz and Kazakh girls additionally suffer from bride kidnapping.
","Kırgız ve Kazak kızları gelin kaçırma geleneğinden mağdur olmakta.
",2017_07_29_the-kyrgyz-dancing-kelin-protests-early-marriage-by-calling-attention-to-the-harsh-realities-of-rural-brides_
"Around 12% of brides in Kyrgyzstan are married before their 18th birthday, and annually nearly 12,000 Kyrgyz girls are kidnapped into forced marriages.
","Kırgızistan'daki gelinlerin %12'si 18 yaşından önce evlendirilmekte ve her yıl 12.000 Kırgız kızı zorla evlilik için kaçırılmakta.
",2017_07_29_the-kyrgyz-dancing-kelin-protests-early-marriage-by-calling-attention-to-the-harsh-realities-of-rural-brides_
"Most of the newly-weds in this region live with the husband’s parents and the majority of the housework, ranging from cleaning to cooking for the whole family and preparing beds, falls on the shoulders of the new bride.
","Bu bölgedeki yeni evlendirilenlerin çoğu kocalarının ailesiyle yaşamakta ve tüm aile için temizlikten yemek pişirmeye ve yatak hazırlamaya değin ev işlerinin çoğunluğu üzerlerine kalmakta.
",2017_07_29_the-kyrgyz-dancing-kelin-protests-early-marriage-by-calling-attention-to-the-harsh-realities-of-rural-brides_
"Society expects brides to serve their husbands' families.
","Topluma göre gelinler kocalarının ailelerine hizmet etmek zorunda.
",2017_07_29_the-kyrgyz-dancing-kelin-protests-early-marriage-by-calling-attention-to-the-harsh-realities-of-rural-brides_
"In doing so, they lose their freedom of movement, the chance to study, and in most cases, the right to work outside the home.
","Böylece hareket etme özgürlükleri, okuma şansları ve ev dışında işte çalışma olanakları yok edilmekte.
",2017_07_29_the-kyrgyz-dancing-kelin-protests-early-marriage-by-calling-attention-to-the-harsh-realities-of-rural-brides_
"Kelins are vulnerable to domestic physical abuse and mothers-in-law especially perpetuate psychological violence against them.
","Gelinler ev içi fiziksel şiddete maruz kalmakta ve kayınvalideler psikolojik şiddet uygulamaktalar.
",2017_07_29_the-kyrgyz-dancing-kelin-protests-early-marriage-by-calling-attention-to-the-harsh-realities-of-rural-brides_
"Despite of state-funded national programs and internationally-funded civil society initiatives, attention to the issue has not been effective enough to make a lasting impact on women's lives.
","Devlet tarafından finanse edilen ulusal programlar ve uluslararası sivil toplum kuruluşlarına rağmen bu durum kadınlar için değişmiş değil.
",2017_07_29_the-kyrgyz-dancing-kelin-protests-early-marriage-by-calling-attention-to-the-harsh-realities-of-rural-brides_
"Innovative approaches like this Kyrgyz qizi's (Kyrgyz: girl) Instagram dance are far more effective in raising awareness about the harsh realities of kelins in rural Kyrgyzstan.
","Kırgız gizi (kızı) gibi yenilikçi girişimler Kırgızistan taşrasındaki gelinlerin haşin hayatlarına dikkat çekmekte çok daha başarılı olmakta.
",2017_07_29_the-kyrgyz-dancing-kelin-protests-early-marriage-by-calling-attention-to-the-harsh-realities-of-rural-brides_
"2017 Commonwealth Short Story Prize Winner Trinidadian Ingrid Persaud Talks Writing · Global Voices
","2017 Commonwealth Kısa Hikaye Ödülü'nün Kazananı Trinidad'lı Ingrid Persaud Yazarlığı Anlatıyor
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"Writer Ingrid Persaud; photo used with her permission.
","Yazar Ingrid Persaud (Fotoğraf kullanımı için kendisinden izin alınmıştır.)
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"With a humourous, tender and engaging story about a father-son bond, Trinidad and Tobago-born writer Ingrid Persaud copped the 2017 Commonwealth Short Story Prize for the Caribbean region; she was also this year's overall winner.
","Baba-oğul ilişkisini anlatan mizahi, dokunaklı ve sürükleyici bir hikayeyle Trinidad ve Tobago doğumlu yazar Ingrid Persaud, Karayip bölgesini kapsayan 2017 Commonwealth Kısa Hikaye ödülünü kaptı; aynı zamanda kendisi bu senenin genel galibi.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"In ""The Sweet Sop"", she masterfully explores the difficult themes of love and death without getting maudlin, and deliciously sweetens a sour relationship with all manner of chocolate.
","""The Sweet Sop"" ta, aşk ve ölümle ilgili çetrefilli temaları zorlanmadan keşfedip tatsız bir ilişkiyi her türden çikolatayla hoşça tatlandırıyor.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"Global Voices chatted with her about her win, her writing and Caribbean literature in general.
","Global Voices özellikle ödülü, yazıları ve Karayip edebiyatı hakkında sorular sordu.
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
"Global Voices (GV): Congratulations on winning this year’s Commonwealth Short Story prize (Caribbean).
","Global Voices (GV): Bu senenin Commonwealth Kısa Hikaye (Karayip) ödülünü kazandınız, tebrik ederiz!
",2017_08_13_2017-commonwealth-short-story-prize-winner-trinidadian-ingrid-persaud-talks-writing_
