en,tr,split
"Furthermore , this problem is so widespread that it is not possible to narrow it down to a country or a continent .",Üstelik bu sorun o kadar yaygın ki bir ülke veya kıtayla sınırlandırmak mümkün değil .,train
"HMX-1 doesn 't maintain budgetary records for presidential flights , and determining the precise cost incurred by the event is difficult .","HMX-1 , başkanlık uçuşları için bütçe kayıtları tutmuyor ve organizasyon tarafından uğratılan kesin giderin tespit edilmesi zor .",train
"Five people , including one child were sitting on a bank in the park and were injured as the buckshot ricocheted off the ground .","Yerden seken saçmalardan dolayı parktaki bankta oturan 1 "" i çocuk 5 kişi yaralandı .",train
They 're spinning as fast as they ever will .,Yaşamları boyunca olabilecek en yüksek hızda dönmektedirler .,train
"As a star ages , its spin rate begins to slow down .",Bir yıldız yaşlandıkça dönüş hızı düşmeye başlar .,train
"While clashes were continuing especially in the neighbourhoods that have trenches and barricades , the residents had moved to more central neighbourhoods .",Özellikle hendek ve barikatların bulunduğu mahallelerde çatışmalar sürerken buradaki vatandaşlar daha merkezi mahallelere taşınmıştı .,train
"Many of the stars in the cluster are just now reaching adulthood , having been born roughly 125 million years ago .",Takım yıldızındaki yıldızların çoğu 125 milyon yıl önce oluşmuştur ve yeni yeni erişkinlik seviyesine ulaşmaktadır .,train
"When Trump was at the G-20 summit in Germany in early July , HMX-1 conducted 58 practice landings at the White House .",Trump Temmuz başında G-20 zirvesi için Almanya ' dayken HMX-1 Beyaz Saray ' da 58 tatbikat inişi gerçekleştirdi .,train
Kepler measures spin rates of stars in Pleiades cluster,"Kepler , Ülker takım yıldızındaki yıldızların dönüş hızını ölçtü",train
126 people taken hostage were rescued with the operation which was carried out after the attack .,Saldırı sonrası yapılan operasyonda rehin alınan 126 kişi kurtarıldı .,train
We talked to the doctor and this is what he said .,"Doktorla konuştuk , öyle söyledi .",train
"Ferhat Turan , Ercan Turan , Kader Balkir , Yildizsu Unus and Inci Kaya were injured and taken to nearby hospitals by ambulance .","Yaralılar Ferhat Turan , Ercan Turan , Kader Balkır , Yıldızsu Unus , İnci Kaya ambulanslarla çevredeki hastanelere kaldırıldı .",train
"On a plane , these sounds are made to clash with each other to cancel themselves .",Uçakta bu sesler birbirleriyle çarptırılarak kendilerini yok ederler .,train
"Because the Pleiades cluster is so close , it serves as an ideal cosmic laboratory to compare stellar qualities with spin rates .",Ülker takım yıldızı çok yakın olduğundan yıldız özellikleri ile dönüş hızlarının karşılaştırılması için ideal bir kozmik laboratuvar görevi görmektedir .,train
"The new data is helping astronomers understand why stars in the cluster spin at varying rates , as well as how rotation periods relate to planet formation .","Yeni veriler , gökbilimcilerin takım yıldızındaki yıldızların neden değişken hızla döndüğünü ve dönüş dönemlerinin gezegen oluşumu ile ilgisini anlayabilmesine yardımcı oluyor .",train
"According to a 2015 RAND study , DoD reimbursement rates do not include the cost of personnel , but do account for fuel , maintenance , and contracting costs .","2015 ' teki bir RAND araştırmasına göre Savunma Bakanlığı ' nın masraf karşılama oranları personel giderlerini içermiyor fakat yakıt , bakım ve kontrat giderlerini içeriyor .",train
"According to allegations , M.K. and O.A. from the group had from time to time shot in the air with pump-action shotguns .","İddiaya göre , grup içinde bulunan M.K. ile Ö.A. pompalı tüfeklerle zaman zaman havaya ateş açtı .",train
"Rebull and her colleagues detailed their latest analysis of Pleiades spin rates in three new papers , soon to be published in the Astronomical Journal .",Rebull ve meslektaşları Ülker takım yıldızının dönüş hızları ile ilgili en yeni analizlerini kısa süre içinde Astronomi Dergisi ' nde yayınlanacak üç yeni makalede ayrıntılı olarak açıklamıştır .,train
Team GB have come to rely on its mighty track cycling squad to take ownership of the middle period of an Olympic Games and deliver a host of medals .,"Büyük Britanya Ekibi , Olimpiyat Oyunlarının orta döneminde dizginleri ele almak ve birçok madalya kazanmak için güçlü bisiklet takımına güveniyor .",train
"We are against unlawful use , transfer of the national assets , and irresponsibility of those who use them and the lack of public auditing .","Milli varlıkların kuralsız olarak kullanılmasına , devredilmesine , bunu kullananların sorumsuz olmasına ve kamusal denetim olmamasına karşıyız .",train
""" The idea is to showcase this week things that are made in America , "" Spicer said .","Spicer , "" Burada anafikir Amerika ' da yapılan şeyleri bu hafta sergilemek . "" dedi .",train
"According to a 2015 RAND study , DoD reimbursement rates do not include the cost of personnel , but do account for fuel , maintenance , and contracting costs .","2015 ' teki bir RAND araştırmasına göre Savunma Bakanlığı ' nın masraf karşılama oranları personel giderlerini içermiyor fakat yakıt , bakım ve kontrat giderlerini içeriyor .",train
"On this day , the director Bojorquez is away in Washington , trying to rally international support for justice in the Valdez case .","Bugün müdür Bojorquez , uzakta Washington ' da , Valdez vakasında adalet için uluslararası destek sağlamaya çalışıyor .",train
"Rebull likens the stars to dancers , larger ones pirouetting more slowly than smaller ones .","Rebull , yıldızları dansçılara benzeterek büyük olanların tek ayak üzerinde dönüşlerini küçük olanlardan daha yavaş bir şekilde gerçekleştirdiğini ifade etmiştir .",train
The group started dispersing after the sending-off ceremony .,Asker uğurlamasının ardından grup dağılmaya başladı .,train
Being overweight and being too thin are the same kinds of disorder .,Şişmanlıkla zayıflık aynı tür rahatsızlıklardır .,train
126 people taken hostage were rescued with the operation which was carried out after the attack .,Saldırı sonrası yapılan operasyonda rehin alınan 126 kişi kurtarıldı .,train
"Unit helicopters also flew an additional 11 hours that day for "" non-presidential support missions . ""","Birim helikopterleri o gün "" başkanlıkla ilgisi olmayan destek görevleri "" için ek 11 saat uçtu .",train
"Yildizsu s grandmother ’ , Meryem Kaya , described those moments to DHA .",Yıldızsu ' nun anneannesi Meryem Kaya o anları DHA ' ya anlattı .,train
Soldier s pump-action shotgun ’ turns sendoff into terror : Five-year old Yildizsu could lose her eyesight,Pompalı tüfekle asker uğurlama dehşeti : 5 yaşındaki Yıldızsu gözünü kaybedebilir,train
The group started dispersing after the sending-off ceremony .,Asker uğurlamasının ardından grup dağılmaya başladı .,train
126 people taken hostage were rescued with the operation which was carried out after the attack .,Saldırı sonrası yapılan operasyonda rehin alınan 126 kişi kurtarıldı .,train
Those who do not have a credit card are in a difficult situation .,Kredi kartı olmayan vatandaşlar ise zor durumda .,train
Students studying at normal secondary school became students of the imam hatip religious secondary school .,Normal ortaokulda okuyan öğrencilerin kayıtları imam hatip ortaokulu öğrencisi olarak yenilendi,train
"Many of the stars in the cluster are just now reaching adulthood , having been born roughly 125 million years ago .",Takım yıldızındaki yıldızların çoğu 125 milyon yıl önce oluşmuştur ve yeni yeni erişkinlik seviyesine ulaşmaktadır .,train
"It was reported that among the injured undergoing treatment , five-year old Yildizsu Unus faces the risk of losing her left eye .",Hastanede tedavisi süren yaralılardan 5 yaşındaki Yıldızsu Unus ' un sol gözünü kaybetme riskiyle karşı karşıya olduğu belirtildi .,train
They 're spinning as fast as they ever will .,Yaşamları boyunca olabilecek en yüksek hızda dönmektedirler .,train
""" In the ' ballet ' of the Pleiades , we see that slow rotators tend to be more massive , whereas the fastest rotators tend to be very light stars , "" said Rebull .","Rebull , "" Ülker ' balesinde ' yavaş dönenlerin çok daha ağır , hızlı dönenlerin ise çok hafif yıldızlar olduğunu görüyoruz "" demiştir . """,train
"We still have a lot we want to learn about how , when and why stars slow their spin rates and hang up their ' dance shoes , ' so to speak .","Yıldızların dönüş hızlarının nasıl , ne zaman ve neden düştüğü , tabiri caiz ise ' dans ayakkabılarını ' neden bir köşeye bıraktıkları hakkında öğrenmek istediğimiz daha çok şey var .",train
Blood was shed during a soldiers sendoff ’ in Eyup .,Eyüp ' te gençlerin asker uğurlamasında kan aktı .,train
"Sağıroğlu added that the impact of the rainfall has diminished , the weather has become more sunny , and the search for the missing person and the work on closed roads were progressing easily .","Yağışın etkisini yitirdiğini , yerini güneşli havaya bıraktığını belirten Sağıroğlu , kayıp kişiyi arama ve kapalı yollardaki çalışmaların rahatlıkla yürütüldüğünü sözlerine ekledi .",train
"In Ouagadougou , the capital of the West African Country Burkina Faso , at least 23 people were killed and 33 people injured in gun and bomb attacks organized in a hotel that is popular among foreigners , and in the cafeteria next to it .","Batı Afrika ülkesi Burkina Faso ' nun başkenti Ouagadougou ' da , yabancılar arasında popüler olan bir otel ve yanındaki kafeteryaya düzenlenen bombalı ve silahlı saldırıda en az 23 kişi öldü , 33 kişi de yaralandı .",train
"Stating that the state of emergency was declared because of two reasons , Şimşek said , "" Surely those who were starting an insurrection and those who committed the coup attempt should be cleared from the state and this process is advancing ; however , the more important thing is that serious administrative reform is needed in order not to face these kinds of coup attempts . ""","İki basit sebepten dolayı OHAL ilan edildiğini söyleyen Şimşek , "" Tabi ki bu kalkışma içerisinde olanların bu darbe girişiminde bulunanların devletten temizlenmesi gerekiyor ve bu süreç işliyor ; ama daha önemlisi bir daha bu türden darbe girişimleriyle karşı karşıya kalmamak için ciddi idari reformlar gerekiyordu . """,train
"As these winds travel across the stars ' magnetic fields , they enact a braking effect on the stars .",Bu rüzgarlar yıldızların manyetik alanlarında ilerledikçe yıldızlar üzerinde kırılma etkisi oluşturmaktadır .,train
3 people were injured because of an explosive thrown into a building in an area of the Şah neighbourhood where population density is high .,Şah Mahallesinde nüfus yoğunluğunun yüksek olduğu bir bölgede ise bir binaya atılan patlayıcı sonrası 3 kişi yaralandı .,train
"We still have a lot we want to learn about how , when and why stars slow their spin rates and hang up their ' dance shoes , ' so to speak .","Yıldızların dönüş hızlarının nasıl , ne zaman ve neden düştüğü , tabiri caiz ise ' dans ayakkabılarını ' neden bir köşeye bıraktıkları hakkında öğrenmek istediğimiz daha çok şey var .",train
"After the police warnings , 14 of 41 planned camps were cancelled .",Polisin uyarılarının ardından örgütlerin düzenlemeyi planladığı 41 kamptan 14 ' ü iptal edildi .,train
Those who do not have a credit card are in a difficult situation .,Kredi kartı olmayan vatandaşlar ise zor durumda .,train
3 people were injured because of an explosive thrown into a building in an area of the Şah neighbourhood where population density is high .,Şah Mahallesinde nüfus yoğunluğunun yüksek olduğu bir bölgede ise bir binaya atılan patlayıcı sonrası 3 kişi yaralandı .,train
President Roch Marc Christian Kabore stated that at least 23 people died and 33 people from 18 different nations were injured .,"Devlet Başkanı Roch Marc Christian Kabore , olayda 18 farklı milletten en az 23 kişinin öldüğünü ; 33 kişinin yaralandığını açıkladı .",train
How do I apply for disability ?,Malullük başvurusu nasıl yapılır ?,train
"Stating that the state of emergency was declared because of two reasons , Şimşek said , "" Surely those who were starting an insurrection and those who committed the coup attempt should be cleared from the state and this process is advancing ; however , the more important thing is that serious administrative reform is needed in order not to face these kinds of coup attempts . ""","İki basit sebepten dolayı OHAL ilan edildiğini söyleyen Şimşek , "" Tabi ki bu kalkışma içerisinde olanların bu darbe girişiminde bulunanların devletten temizlenmesi gerekiyor ve bu süreç işliyor ; ama daha önemlisi bir daha bu türden darbe girişimleriyle karşı karşıya kalmamak için ciddi idari reformlar gerekiyordu . """,train
"In Ouagadougou , the capital of the West African Country Burkina Faso , at least 23 people were killed and 33 people injured in gun and bomb attacks organized in a hotel that is popular among foreigners , and in the cafeteria next to it .","Batı Afrika ülkesi Burkina Faso ' nun başkenti Ouagadougou ' da , yabancılar arasında popüler olan bir otel ve yanındaki kafeteryaya düzenlenen bombalı ve silahlı saldırıda en az 23 kişi öldü , 33 kişi de yaralandı .",train
The most important thing is I do not know why .,En önemlisi bunun sebebini de bilmiyorum .,train
"Because the Pleiades cluster is so close , it serves as an ideal cosmic laboratory to compare stellar qualities with spin rates .",Ülker takım yıldızı çok yakın olduğundan yıldız özellikleri ile dönüş hızlarının karşılaştırılması için ideal bir kozmik laboratuvar görevi görmektedir .,train
A spokesperson for Sikorsky said the company was not involved in arranging for the helicopter to be displayed on the South Lawn .,"Sikorksky ' den bir sözcü , helikopterin güney çimlerinde sergilenmesinin ayarlanmasına firmalarının katılmadığını söyledi .",train
"Many of the stars in the cluster are just now reaching adulthood , having been born roughly 125 million years ago .",Takım yıldızındaki yıldızların çoğu 125 milyon yıl önce oluşmuştur ve yeni yeni erişkinlik seviyesine ulaşmaktadır .,train
The usage rate of tobacco products in men fell from 47.9 percent to 41.5 percent and in women it reduced from 15.2 percent to 13.1 percent .,"Tütün ürünü kullananların oranı da erkeklerde yüzde 47,9 ' dan yüzde 41,5 ' e ; kadınlarda ise yüzde 15,2 ' den yüzde 13,1 ' e düştü .",train
"The first round and final ( 10.42pm ) take place on today 's second day of action , where Wiggins is sure to be the focus .",Birinci tur ve final ( 22 : 42 ) bugünkü ikinci bölümde belirlenecek ve Wiggins ' in tüm dikkatleri üzerine çekeceği kesin .,train
These seconds were captured by the park s security cameras ’ .,O anlar parkın güvenlik kameralarına da yansıdı .,train
"In one of these neighbourhoods , in Dağkapı , first cousins 12 year-old Yusuf Akalın and 11 year-old Büşra Akalın were killed because they were hit by shrapnel after an explosion hit their door when they were in the backyard .","Bu mahallelerden Dağkapı Mahallesinde , evinin avlusundayken kapıya isabet eden patlayıcı sonrası vücutlarına şarapnel parçası isabet eden amca çocukları 12 yaşındaki Yusuf Akalın ve 11 yaşındaki Büşra Akalın hayatını kaybetti .",train
There are many dead and wounded,Çok sayıda ölü ve yaralı var,train
These seconds were captured by the park s security cameras ’ .,O anlar parkın güvenlik kameralarına da yansıdı .,train
"Rebull and her colleagues detailed their latest analysis of Pleiades spin rates in three new papers , soon to be published in the Astronomical Journal .",Rebull ve meslektaşları Ülker takım yıldızının dönüş hızları ile ilgili en yeni analizlerini kısa süre içinde Astronomi Dergisi ' nde yayınlanacak üç yeni makalede ayrıntılı olarak açıklamıştır .,train
"HMX-1 doesn 't maintain budgetary records for presidential flights , and determining the precise cost incurred by the event is difficult .","HMX-1 , başkanlık uçuşları için bütçe kayıtları tutmuyor ve organizasyon tarafından uğratılan kesin giderin tespit edilmesi zor .",train
Students who had to enter the Distance Education Faculty ( AÖF ) exams could not enter the exam on January 16 and 17 .,16 ve 17 Ocak ' ta yapılacak olan Açık Öğretim Fakültesi ( AÖF ) sınavına girecek öğrenciler sınava giremedi .,train
We were going to leave as soon as it was finished .,Bitmesiyle bizim kalkmamız bir olacaktı .,train
Doctors do not say anything either .,Doktorlarda bir şey demiyor .,train
Kepler measures each star 's spin rate by tracking the time between the appearance of recognizable starspots -- like sunspots .,"Kepler , her bir yıldızın dönüş hızını güneş lekeleri gibi fark edilebilir yıldız lekelerinin görünümü arasındaki süreyi izleyerek ölçer .",train
The Ministry of National Education announced that the exams of the students in Silopi and Cizre will be done in Mardin .,"Milli Eğitim Bakanlığı , Silopi ve Cizre ilçelerinde bulunan öğrencilerin sınavını Mardin ' de yapılacağı duyurdu .",train
The Pleiades cluster is situated 445 light-years from Earth .,Ülker takım yıldızı Dünyadan 445 ışık yılı uzaktadır .,train
""" These rate estimates include personnel , maintenance and many other sunk costs that are included in annual appropriations . """,""" Bu oran tahminleri personel , bakım ve yıllık giderler içerisinde yer alan batık maliyetleri kapsıyor . """,train
""" These rate estimates include personnel , maintenance and many other sunk costs that are included in annual appropriations . """,""" Bu oran tahminleri personel , bakım ve yıllık giderler içerisinde yer alan batık maliyetleri kapsıyor . """,train
Education cannot be provided in the district where schools have been closed since December 14 when the major operation started .,Büyük operasyonun başladığı 14 Aralıktan itibaren okulların kapalı olduğu ilçede eğitim verilemiyor .,train
The Pleiades cluster is situated 445 light-years from Earth .,Ülker takım yıldızı Dünyadan 445 ışık yılı uzaktadır .,train
Kepler measures spin rates of stars in Pleiades cluster,"Kepler , Ülker takım yıldızındaki yıldızların dönüş hızını ölçtü",train
We hope that AKP will listen to our constructive criticisms also in this bill of law .,Bu kanun teklifinde de AKP ' nin yapıcı eleştirilerimize kulak vermesini umut ediyoruz .,train
The residents have to use their credit cards in a district in which all the banks and ATMs are closed .,Bütün banka ve ATM ' lerin kapalı olduğu ilçede vatandaşlar Kredi Kartını kullanmak zorunda kaldı .,train
Kepler measures each star 's spin rate by tracking the time between the appearance of recognizable starspots -- like sunspots .,"Kepler , her bir yıldızın dönüş hızını güneş lekeleri gibi fark edilebilir yıldız lekelerinin görünümü arasındaki süreyi izleyerek ölçer .",train
It is also possible for you to be stimulated with Carboxy therapy and gain weight through a healthy diet .,Sizin de karboksipunktur ile uyarılmanız ve sağlıklı beslenmeyle kilo almanız mümkün .,train
"Many of the stars in the cluster are just now reaching adulthood , having been born roughly 125 million years ago .",Takım yıldızındaki yıldızların çoğu 125 milyon yıl önce oluşmuştur ve yeni yeni erişkinlik seviyesine ulaşmaktadır .,train
You lose weight more when you eat sweets and pastries .,Siz de tatlı ve hamur işi gıdalar yediğinizde daha da zayıflarsınız .,train
"She said that the incident took place while her granddaughter was on her lap , "" The soldiers sendoff celebration ’ started at 8 O Clock . "" ’","Torunu kucağındayken olayın yaşandığını söyleyen Kaya , "" Asker kutlaması saat 20.00 "" da başladı . """,train
""" The Pleiades star cluster provides an anchor for theoretical models of stellar rotation going both directions , younger and older , "" said Rebull .","Rebull "" Ülker takım yıldızının genç ve yaşlı olarak her iki yönde de yıldız dönüşleri için teorik modeller sağlamaktadır "" demiştir .",train
Those who do not have a credit card are in a difficult situation .,Kredi kartı olmayan vatandaşlar ise zor durumda .,train
"The syndrome manifests itself mostly in an attachment to the celebrities : "" They are extraordinary . ""","Sendrom daha çok bu ünlülere bağlanma ile kendini gösteriyor : "" Onlar sıra dışıdır . """,train
Soldier s pump-action shotgun ’ turns sendoff into terror : Five-year old Yildizsu could lose her eyesight,Pompalı tüfekle asker uğurlama dehşeti : 5 yaşındaki Yıldızsu gözünü kaybedebilir,train
The latest catalog of spin rates suggests more massive stars spin more slowly than less massive stars .,"En son dönüş hızları kataloğu , daha büyük yıldızların küçük yıldızlardan daha hızlı döndüğünü öne sürmektedir .",train
126 people taken hostage were rescued during the operation which was carried out after the gun attack .,Silahlı saldırı sonrası yapılan operasyonda rehin alınan 126 kişi kurtarıldı .,train
God damn him .,Allah belasını versin .,train
Kepler measures spin rates of stars in Pleiades cluster,"Kepler , Ülker takım yıldızındaki yıldızların dönüş hızını ölçtü",train
126 people taken hostage were rescued with the operation which was carried out after the attack .,Saldırı sonrası yapılan operasyonda rehin alınan 126 kişi kurtarıldı .,train
"The night before , a crowd had gathered at a park in the Karadolap neighborhood to send off their newly enlisted friends .","Kalabalık bir grup , önceki gece askere gidecek arkadaşlarını uğurlamak için Karadolap Mahallesi ' ndeki parkta toplandı .",train
"After being converted into imam hatip , the school accepted its 5 grade students as "" imam hatip students "" for the first time .","İmam hatipe çevrilen okul , bu yıl ilk defa 5. sınıf öğrencilerini okula “ imam hatip öğrencisi ” olarak kabul etti .",train
She has an 80 90 % chance – of losing her eye .,Gözünü yüzde 80-90 kaybetme olasığı var .,train
The group started dispersing after the sending-off ceremony .,Asker uğurlamasının ardından grup dağılmaya başladı .,train
"Rebull and her colleagues detailed their latest analysis of Pleiades spin rates in three new papers , soon to be published in the Astronomical Journal .",Rebull ve meslektaşları Ülker takım yıldızının dönüş hızları ile ilgili en yeni analizlerini kısa süre içinde Astronomi Dergisi ' nde yayınlanacak üç yeni makalede ayrıntılı olarak açıklamıştır .,train
Many attackers with guns and overcoats organized a raid on the 147-room hotel and luxury restaurant in the capital Ouagadougou at around 20 : 00 local time on Friday .,"Silahlı ve mantolu birçok saldırgan , Cuma akşamı yerel saatle 20.00 sıralarında başkent Ouagadougou ' da bulunan 147 odalı otele ve lüks restorana baskın düzenledi .",train
126 people taken hostage were rescued during the operation which was carried out after the gun attack .,Silahlı saldırı sonrası yapılan operasyonda rehin alınan 126 kişi kurtarıldı .,train
"We still have a lot we want to learn about how , when and why stars slow their spin rates and hang up their ' dance shoes , ' so to speak .","Yıldızların dönüş hızlarının nasıl , ne zaman ve neden düştüğü , tabiri caiz ise ' dans ayakkabılarını ' neden bir köşeye bıraktıkları hakkında öğrenmek istediğimiz daha çok şey var .",train
The group started dispersing after the sending-off ceremony .,Asker uğurlamasının ardından grup dağılmaya başladı .,train
Many attackers with guns and overcoats organized a raid on the 147-room hotel and luxury restaurant in the capital Ouagadougou at around 20 : 00 local time on Friday .,"Silahlı ve mantolu birçok saldırgan , Cuma akşamı yerel saatle 20.00 sıralarında başkent Ouagadougou ' da bulunan 147 odalı otele ve lüks restorana baskın düzenledi .",train
"Having deployed 5 hours after the attack in Gao state , Mali , French and UN security forces started the operation and the first news regarding the rescue of the first hostage came .",İlk saldırıdan 5 saat sonra Mali ' nin Gao eyaletinde konuşlanmış bulunan Fransız ve BM güvenlik kuvvetleri operasyona başladı ve ilk rehine kurtuluş haberleri geldi .,train
"Two people were referred to the courthouse after the completion of the police investigation , and based on the evidence gathered , were arrested .",Polisteki sorgularının ardından adliyeye sevk edilen 2 kişi çıkarıldıkları mahkemece tutuklandı .,train
"Unit helicopters also flew an additional 11 hours that day for "" non-presidential support missions . ""","Birim helikopterleri o gün "" başkanlıkla ilgisi olmayan destek görevleri "" için ek 11 saat uçtu .",train
The group started dispersing after the sending-off ceremony .,Asker uğurlamasının ardından grup dağılmaya başladı .,train
We talked to the doctor and this is what he said .,"Doktorla konuştuk , öyle söyledi .",train
"Rebull likens the stars to dancers , larger ones pirouetting more slowly than smaller ones .","Rebull , yıldızları dansçılara benzeterek büyük olanların tek ayak üzerinde dönüşlerini küçük olanlardan daha yavaş bir şekilde gerçekleştirdiğini ifade etmiştir .",train
My granddaughter s situation ’ is not good .,Torunumun durumu iyi değil .,train
"While clashes were continuing especially in the neighbourhoods that have trenches and barricades , the residents had moved to more central neighbourhoods .",Özellikle hendek ve barikatların bulunduğu mahallelerde çatışmalar sürerken buradaki vatandaşlar daha merkezi mahallelere taşınmıştı .,train
"Many of the stars in the cluster are just now reaching adulthood , having been born roughly 125 million years ago .",Takım yıldızındaki yıldızların çoğu 125 milyon yıl önce oluşmuştur ve yeni yeni erişkinlik seviyesine ulaşmaktadır .,train
The number of cigarettes smoked in the first 6 months this year reduced by 10 percent compared to the same period last year and fell to 41 billion 779 million 190 thousand 560 .,"Bu yılın ilk 6 aylık döneminde içilen sigara miktarı , geçen yılın aynı dönemine göre yüzde 10 azalarak 41 milyar 779 milyon 190 bin 560 adede geriledi .",train
President Roch Marc Christian Kabore stated that at least 23 people died and 33 people from 18 different nations were injured .,"Devlet Başkanı Roch Marc Christian Kabore , olayda 18 farklı milletten en az 23 kişinin öldüğünü ; 33 kişinin yaralandığını açıkladı .",train
There are many dead and wounded,Çok sayıda ölü ve yaralı var,train
The White House argues the true cost of operating the helicopter is well below that rate .,Beyaz Saray helikopterin gerçek işletme giderinin bu oranın çok altında olduğunu iddia ediyor .,train
The latest mission by the Kepler space telescope has helped astronomers collect the most complete catalog of spin rates among the stars of the Pleiades cluster .,"Kepler uzay teleskopu , son görevi ile gökbilimcilerin Ülker takım yıldızındaki yıldızların dönüş hızları açısından en eksiksiz kataloğu oluşturabilmesine yardımcı oldu .",train
"In March , six Pacific nations - Tonga , Nauru , Palau , Tuvalu , the Marshall Islands , and the Solomon Islands - urged the U.N. Human Rights Council to investigate the "" various and widespread violations "" in Papua , including the Paniai shooting .","Mart ayında altı Pasifik ulusu ( Tonga , Nauru , Palau , Tuvalu , Marshall Adaları ve Solomon Adaları ) B.M. İnsan Hakları Konseyi ' ni , Panaia saldırıları dahil Papua ' daki "" çeşitli ve yaygın ihlalleri "" araştırması için teşvik etti .",train
"The skin becomes thinner , veined and hair roots are more evident .","Deri incelmiştir , damarlıdır ve kıl kökleri belirgindir .",train
You need to pay attention if you are highly concerned about personal care and if you exaggerate and swing around with the perfume bottle in your hand .,Kişisel bakımınıza özen gösterme konusundaki hassasiyetiniz yüksek ; hatta abartıp elinizde parfüm şişesiyle dolaşanlardansanız dikkat edin .,train
Blood was shed during a soldiers sendoff ’ in Eyup .,Eyüp ' te gençlerin asker uğurlamasında kan aktı .,train
Those who do not have a credit card are in a difficult situation .,Kredi kartı olmayan vatandaşlar ise zor durumda .,train
"Having deployed 5 hours after the attack in Gao state , Mali , French and UN security forces started the operation and the first news regarding the rescue of the first hostage came .",İlk saldırıdan 5 saat sonra Mali ' nin Gao eyaletinde konuşlanmış bulunan Fransız ve BM güvenlik kuvvetleri operasyona başladı ve ilk rehine kurtuluş haberleri geldi .,train
"As these winds travel across the stars ' magnetic fields , they enact a braking effect on the stars .",Bu rüzgarlar yıldızların manyetik alanlarında ilerledikçe yıldızlar üzerinde kırılma etkisi oluşturmaktadır .,train
"Clearly , the murders have a chilling effect .",Cinayetler açıkça soğuk duş etkisi yapmış .,train
"However , since the curfew continues in the districts , there are no cars going to Mardin and entrance to the districts is forbidden ; the students that did not want to go could not take the exam .","Ancak ilçelerde hala sokağa çıkma yasağı devam etmesi , Mardin ' e gidecek araçların olmaması ve ilçelere girişlerin yasak olduğu için gitmek istemeyen öğrenciler sınava giremedi .",train
M.K. fired a single shot into the ground with pump-action shotgun while passing by a playground full of children .,M.K. çocuklarla dolu oyun alanının yanından geçtiği sırada pompalı tüfekle yere bir el ateş etti .,train
The Ministry of Security stated that three of the attackers were neutralised .,"Güvenlik Bakanı , saldırganlardan üçünün etkisiz hale getirildiğini bildirdi .",train
No medical intervention can be made for those with toothache in the district in which only people with emergencies can go to hospital .,Sadece acil vakaların hastaneye gidebildiği ilçede diş ağrısı çekenler için hiçbir tıbbi müdahale yapılamıyor .,train
"Pamir talks about special audio systems in the world for the politicians to deliver their speeches impressively , and when the bass frequencies are in the foreground , a politician can be perceived to be a strong one and performing artists can be perceived as a spectacular and supernatural being .","Dünyada politikacıların daha etkili konuşabilmeleri için özel ses sistemleri olduğundan da söz eden Pamir , bas sesler ön plana çıkarıldığında politikacı çok güçlü , bir sahne sanatçısı da doğa üstü muhteşem bir varlık gibi hissettirilebiliyor .",train
President Roch Marc Christian Kabore stated that at least 23 people died and 33 people from 18 different nations were injured .,"Devlet Başkanı Roch Marc Christian Kabore , olayda 18 farklı milletten en az 23 kişinin öldüğünü ; 33 kişinin yaralandığını açıkladı .",train
Blood was shed during a soldiers sendoff ’ in Eyup .,Eyüp ' te gençlerin asker uğurlamasında kan aktı .,train
""" We hope that by comparing our results to other star clusters , we will learn more about the relationship between a star 's mass , its age , and even the history of its solar system , "" Luisa Rebull , a research scientist at Caltech 's Infrared Processing and Analysis Center in Pasadena , said in a news release .","Caltech ' in Pasadena ' daki Kızılötesi İşleme ve Analiz Merkezi ' nde bir araştırma bilimcisi olan Luisa Rebull , bir haber bülteninde "" Sonuçlarımızı yıldız kümeleri ile karşılaştırdığımızda , bir yıldızın kütlesi , yaşı ve hatta güneş sisteminin geçmişi arasındaki ilişki hakkında daha fazla bilgi edinebilmeyi umuyoruz "" demiştir .",train
"He said , "" Therefore , the clearing of this terrorist organization from the state , and the closing of this period in Turkey will strengthen Turkey 's democracy . """,""" Dolayısıyla bu terör örgütünün devletten temizlenmesi , bu dönemin Türkiye ' de kapanıyor olması Türkiye ' nin demokrasisini güçlendirecektir "" dedi .",train
They extracted one of the buckshot while the other remained in her eye .,Saçmalardan birini çıkardılar diğeri gözünün içinde .,train
"As a star ages , its spin rate begins to slow down .",Bir yıldız yaşlandıkça dönüş hızı düşmeye başlar .,train
Kepler measures spin rates of stars in Pleiades cluster,"Kepler , Ülker takım yıldızındaki yıldızların dönüş hızını ölçtü",train
"As a star ages , its spin rate begins to slow down .",Bir yıldız yaşlandıkça dönüş hızı düşmeye başlar .,train
"It was reported that among the injured undergoing treatment , five-year old Yildizsu Unus faces the risk of losing her left eye .",Hastanede tedavisi süren yaralılardan 5 yaşındaki Yıldızsu Unus ' un sol gözünü kaybetme riskiyle karşı karşıya olduğu belirtildi .,train
The Ministry of Security stated that three of the attackers were neutralised .,"Güvenlik Bakanı , saldırganlardan üçünün etkisiz hale getirildiğini bildirdi .",train
President Roch Marc Christian Kabore stated that at least 23 people died and 33 people from 18 different nations were injured .,"Devlet Başkanı Roch Marc Christian Kabore , olayda 18 farklı milletten en az 23 kişinin öldüğünü ; 33 kişinin yaralandığını açıkladı .",train
