en,tr,split
"Miss Earth SA—a semi finalist in the 2015 ""I Am an African"" contest—emphasised the need to maintain trade relations between African countries:",Kahramanlar barış yapan ve sağlayan kişilerdir. #AfrikaGünü pic.twitter.com/DlVICWOWui,train
The 'Protest of all Protests' Calls for Constitutional Reform in Chile · Global Voices,'Protestoların Protestosu' ile Şili'de Anayasal Reform Çağrısı,train
User Madame Déficit linked these events with the massacre in Tlatlaya and the missing Ayotzinapa students:,Madame Déficit adındaki kullanıcı yaşananları Tlatlaya'daki katliam ve Ayotzinapa'da öğrencilerin kaybolması ile bağdaştırdı:,train
"With recent accolades piling up from the Ophir Prize and the Cannes and Jerusalem Film Festivals, ""Ajami's"" path is reminiscent of Israel's recent Oscar nominees, ""Beaufort"" and ""Waltz with Bashir.""","Ophir Ödülü, Cannes ve Kudüs Film Festivallerinden alınan övgüler ""Ajami""nin yolunun yakın zamanda çıkan diğer Oskar adayı İsrail yapımı filmler olan ""Beaufort"" ve ""Waltz with Bashir""e benzeyebileceğini gösteriyor.",train
"With sentences ranging between seven and 15 years behind bars, they are facing the harshest punishments to be issued by Vietnam's one-party state in years.","Yedi ila 15 yıl arası barlar arasında değişen cümlelerle, yıllardır Vietnam'ın tek parti devleti tarafından verilecek en ağır cezalarla karşı karşıya bulunuyorlar.",train
"My wife was living with my family, but we didn’t feel stable or secure.","Eşim ailemle yaşıyordu, ancak istikrarlı veya güvenli hissetmedik.",train
"Residents left the island so quickly that there appears to have been little time to collect belongings, much less take pictures of the eruption to upload to social media.","Ada sakinleri, sosyal medyaya yükleyecek fotoğraf çekmek bir yana, eşyalarını bile toplayacak zaman kalmadan adadan ayrıldılar.",train
We will continue to make noise.,Sesimizi duyurmaya devam edeceğiz.,train
Image published on Wikimedia Commons under license CC BY-SA 3.0.,Fotoğraf Wikimedia Kynaklarında CC BY-SA 3.0 izniyle paylaşılmıştır.,train
"Migrants sometimes take new wives in Russia, and occasionally divorce their first wives via SMS messages.",Bazen göçmenler Rusya'da yeni bir kadınla evleniyorlar ve ilk karılarını telefon mesajı ile boşuyorlar.,train
This man just repeated what he was taught,Bu adam ona öğretileni öğretiyor.,train
"When President Donald Trump announced yesterday that the United States acknowledges Jerusalem as the capital of Israel and its center of government, President Trump also publicly affirmed that the United States supports the status quo at the Temple Mount or Haram al-Sharif.","Başkan Donald Trump dün yaptığı açıklamada, Birleşik Devletlerin Kudüs'ü İsrail'in başkenti ve hükümet merkezi olarak kabul ettiğini belirtti, Amerika Birleşik Devletleri'nin Tapınak Tepesi veya Haram el-Şerif'deki mevcut durumu desteklediğini açıkça belirtti.",train
"The video takes us on a walk through the Yokota and Kanaya neighbourhoods, visiting shrines and temples along the way.","Vidyo bizi, yol üstünde mabet ve tapınaklara uğrayarak Yokota ve Kanaya mahallelerine taşıyor.",train
"Again, Condor participated in the event as the only Brazilian firm producing non-lethal weapons.","Yine, öldürücü olmayan silah üreticisi sıfatıyla Condor şirketi, bu fuarın tek Brezilyalı katılımcısıydı.",train
"It gives people here on the ground an idea of what the Islamic State is really doing, and not the distorted view that people get from the western media.","İnsanlara, batı basınının çarpıtılmış görüntülerini değil, IŞİD'in gerçekten ne yapmaya çalıştığı hakkında bir fikir veriyor.",train
"Article 36, Point 5 of the Constitution states: ""No marriage may be entered into without voluntary and mutual consent of the couple"".","Anayasanın 36. maddesinin beşinci fıkrasına göre: ""Hiçbir evlilik, iki tarafın gönüllü ve ortak rızası olmadan yapılamaz"".",train
She had to go through a ceremony to convert officially.,Resmen dine geçmek için bir tören geçirmesi gerekiyordu.,train
(Photo: Public Domain),Fotoğraf: Kamu malı.,train
"A few days later, on 15 March the IRDH (Research Institute in Human Rights) requested that these recommendations be extended to the telecommunication companies (PDF) in the country.","Birkaç gün sonra, 15 Mart'ta IRDH (İnsan Hakları Araştırma Enstitüsü) bu tavsiyelerin ülkedeki telekomünikasyon şirketlerine (PDF) uzatılmasını istedi.",train
"They work 24/7.""","7/24 çalışıyorlar.""",train
Actor Hamza Ali Abbassi called on the government to take action:,Oyuncu Hamza Ali Abbassi hükümeti harekete geçmeye çağırdı:,train
"The authors cite a March 2018 Facebook post, shared amid violent religious riots in central Sri Lanka, that called for the “killing of all Muslims, without sparing even a child, because they are dogs.”","Yazarlar, Sri Lanka'nın merkezindeki şiddetli dini ayaklanmalar arasında paylaşılan Mart 2018'deki bir Facebook yazısını, “tüm Müslümanların öldürülmesi, hatta bir çocuk bile yokken, çünkü onlar köpekler” diye seslendiğini belirtiyorlar.",train
"Below are some of the photos that highlight the charm of old Cambodia, which was once known as Pearl of Asia:","Aşağıda, bir zamanlar ""Asya'nın İncisi"" olarak bilinen Kamboçya'nın cazibesini ortaya çıkaran bazı görüntüler bulunmakta:",train
"If you don't recognize their existence, it doesn't mean that they don't exist.",Varlıklarını kabullenmiyor olmanız onların varolmadığı anlamına gelmiyor.,train
The lights come on at a school in Pripyat.,Pripyat'ta bir okulda ışıklar.,train
What is the government doing?,Hükümet ne yapıyor?,train
'Proud Lebanon' Releases Powerful Anti-Homophobia Video · Global Voices,'Gururlu Lübnan' Etkili Bir Homofobi Karşıtı Video Yayınladı,train
"Activists from Permas (students and youth of Patani) are also detained at police station http://t.co/j0ScsdWbEz pic.twitter.com/fDkYaC6XJ2 — Zashnain Zainal (@bedlamfury) May 22, 2015",Polis şiddet göstermeyen öğrencileri de gözaltına almaya başladı!,train
Four of the bloggers remain behind bars and continue to face charges in a trial that has only barely begun in earnest.,Blog yazarlarının dördü hâlâ parmaklıklar ardında ve zar zor başlatılan davada yargılamayı bekliyorlar.,train
"This is Africa....Imagine Africa's economy if African countries preferred doing business with one another #AfricaDay pic.twitter.com/0EUrx6LLom — I Am an African (@Me_Chaela) May 25, 2015",İşte bu Afrika....Afrika ülkelerinin birbirleriyle iş yapmayı tercih ettiğindeki Afrika ekonomisini düşünün #‎AfrikaGünü pic.twitter.com/0EUrx6LLom — I Am an African (@Me_Chaela) 25 Mayıs 2015,train
It seemed to work.,Sanki işe yaramıştı.,train
Tell me if I don't look good.,Güzel görünmüyorsam söyle.,train
The two days were packed with a wealth of information and skill-building.,Çalıştayın sürdüğü iki gün bilgi ve yetenek geliştirme kapsamında servet niteliğindeydi.,train
"Tweeting about the same issues of child marriage and homosexuality, Bar Baric (@Bar_Baric) wrote:","Hem çocuk evliliği, hem de eşcinsel karşıtlığı hakkında yazan Bar Baric (@Bar_Baric) şöyle yazmış:",train
Image: Pixabay CC0,Görüntü: Pixabay CC0,train
"Rama loses control at a new level, attacking and insulting journalists (video).",Gazetecilere saldırıp hakaret eden Rama kontrolünü tamamen kaybediyor (video).,train
"The death of Sahir was what motivated Kerry Beall, an artist from Brighton UK, to start 'Beyond Words', an art project which seeks to paint the portrait of those who have lost their lives in Palestine last summer.","Brighton, İngiltereli sanatçı Kerry Beall'ın başlattığı 'Beyond Words' adındaki, geçen yaz Filistin'de hayatını kaybedenlerin portrelerini çizmeyi hedefleyen sanat projesinin ilham kaynağı Sahir'in ölümüydü.",train
Source: Armenians in Lebanon,Kaynak: Lübnan'daki Ermeniler,train
"But since 2012, Okba Ibn Nafaa Brigade, a militant group linked to Al-Qaeda in the Islamic Maghreb (AQIM) staged a number of deadly attacks against police and armed forces.","Fakat 2012'den beri, Okba Ibn Nafaa Brigade, Mağrip El-Kaide'sine(AQIM) ait bir grup militan, polis ve silahlı kuvvetlere karşı bir dizi saldırı gerçekleştirdi.",train
"The video ""scratching many capybaras"" has so far racked up more the 1.2 million views:","""Birçok esneyen kapibara"" adındaki bu video 1.2 milyon görüntülenmeyi aşmakta:",train
A member of our group found the canister last night (June 3) in Ankara.,"Grubumuzun bir üyesi, Ankara’da önceki gece (3 Haziran) Brezilya amblemli bir kapsül buldu.",train
"Earlier, they occupied almost 90 percent of the area.","Daha öncesinde, arazinin hemen hemen yüzde doksanında yaşıyorlardı.",train
"Bloggers campaigned and supported several political prisoners including Nasrin Sotoudeh, jailed human rights activist when she went on hunger strike.","Bloggerlar, açlık grevi yaparken tutuklanan insan hakları aktivisti Nasrin Sotoudeh'i de içeren bir çok siyasi tutukluiçin kampanyalar düzenleyip onlara destek verdiler.",train
"Now that fans submit 100 percent of the phrases, the most important element of this art is even more important: They have to be overheard and written down immediately.","Takipçiler cümlelerin tamamına aşina oldukları için, bu sanatın en önemli unsuru çok çok daha önemli hâle geliyor: Cümleler duyulup hızlıca not alınmalı.",train
Attribution 2.0 Generic (CC BY 2.0),Özellik: 2.0 Generic (CC BY 2.0),train
"They will now open beginning May 30, as per the directive issued by the Ministry of Education.",Eğitim Bakanlığı'nın yönergesine göre 30 Mayıs'ta açılmaya başlanacaklar.,train
The story relates to an unnamed transgender woman who was accused of having sex with a man.,"Olay, bir erkekle ilişkiye girmekle suçlanan isimsiz bir trans kadın ile ilgili.",train
The following is the timeline of their visit:,"Aşağıdaki, ziyaretlerinin zaman çizelgesidir:",train
"When the trees are no longer able to live due to these naughty residents, the infested part of the tree is often cut off, so it can regrow, and the whole hive is brought down.",Bu yaramaz ev sahipleri yüzünden ağaç artık yaşanılamaz hala gelince zarar görmüş kısımlar kopar böylece ağaç yeniden büyüyebilir ve bütün larva kovanı aşağı düşer.,train
"The comic also includes self-defense techniques from Arming Sisters Reawakening Warriors, an organization that promotes self-empowerment and defense as tools for healing.",Mizah dergisi aynı zamanda Arming Sisters Reawakening Warriors adlı kişisel güçlenmeyi ve savunmayı iyileşme araçları olarak teşvik eden bir kurumun savunma tekniklerini de içermektedir.,train
"Egyptian women rights advocate Dalia Aziada posted this tweet after several Coptic churches were burnt across Egypt following a brutal military operation on August 14 2013, to clear Muslim Brotherhood supporters from sit-in camps in the capital Cairo, where they have been demanding ousted president Morsi's reinstatement for weeks.","Mısırlı kadın hakları savunucusu Dalia Aziada, 14 Ağustos’ta başkent Kahire’de haftalardır devrik cumhurbaşkanı Mursi’nin tekrar göreve dönmesini isteyen Müslüman Kardeşler destekçilerini, oturma eylemi yaptıkları kamplardan dağıtmak üzere düzenlenen kanlı askeri operasyon sonrasında Mısır genelinde birkaç Kıpti kilisesinin yakılmasının ardından bu tweeti yayınladı.",train
The fleet of boats brandished black flags with fish skeletons and five-colored heritage flags as they protested on the waters.,"Botlardaki filolar balık iskeletli siyah bayrakları ve beş renkteki miras bayraklarını sallayarak, suyun üzerinde protestolarını gerçekleştirdi.",train
Photo by @BlenaSahilu via Twitter.,"Fotoğraf: @BlenaSahilu, Twitter.",train
There were mixed reactions to the incident on social media.,Olaya sosyal medyada farklı tepkiler vardı.,train
The Para Ti magazine for Bolivian cholitas.,Bolivya'lı cholitalar için Para Ti dergisi.,train
"Meanwhile, Mauricio Rodas, also from Ecuador and the founder of the Ethos Foundation, announced an innovative index that measures the poverty level in Latin America and has generated criticisms of Correa's government as well.","Gene Ekvador'dan Ethos Vakfı'nın kurucusu Mauricio Rodas, Latin Amerika'da yoksulluk sınırlarını belirleyen bir metod sunmasının ardından Correa hükümetine eleştirilerini yöneltti.",train
Hattar's assassination has raised questions in Jordan on the government's role in creating an environment where those who hold minority views are threatened and silenced.,Hattar'ın suikastı ile Ürdün'de azınlık görüşlerine sahip olanların tehdit edildiği ve susturulduğu bir ortam yaratmakta hükümetin rolü sorgulanmaya başlamıştır.,train
Local officials and religious leaders in southern Kyrgyzstan ritually sacrificed a sheep this week in the hope of stemming the persistent scourge of car accidents along the country’s highways.,"Güney Kırgızistan'ın yerel yetkilileri ve dini liderleri, ülkenin otoyollarında sürekli meydana gelen araba kazası felaketlerini engellemek için geçen hafta bir koyun kurban etti.",train
Grisdale appears in a Life in Japan vlog that examines accessibility on Japan's public transportation networks.,"Grisdale Japonya'nın toplu taşıma ağlarının ulaşılabilirliğini incelediği ""Japonya'da Hayat"" adlı bir vlog'ta yer almaktadır.",train
Rebel-held Eastern Ghouta has been besieged by government forces since 2013.,"İsyancılar tarafından tutulan Doğu Ghouta, 2013 yılından bu yana hükümet güçleri tarafından kuşatıldı.",train
@RamyRaoof: Our friend Mohamed Hussien (@7aloli) developed this application http://bit.ly/Etmasakt to alert people when you get arrested. #Egypt #Android,@RamyRaoof: Arkadaşımız Mohamed Hussien (@7aloli) tutuklandığınızda insanlara haber verebilmeniz için bu uygulamayı geliştirdi: http://bit.ly/Etmasakt #Misir #Android,train
"But no matter how Iranian officials choose to label the growing trend of young unmarried couples living together, it’s becoming more and more common.",Fakat İranlı yetkililer genç çiftlerin evlilik dışı hayatlarını sürekli etiketlemeye de çalışsa bu akım gitgide artarak yaygın bir hale geliyor.,train
All these Western festivals have religious backgrounds and should be considered to be a part of religious practice.,Bütün bu Batılı festivaller dini geçmişe sahiptir ve dini ibadetlerin bir parçası olarak düşünülmelidir.,train
Different kinds of orchids.,Farklı orkide türleri.,train
"After the announcement was made, some of the older bloggers recalled the experience as one of the horrors of Soviet Schools.","Duyuru yapıldıktan sonra, daha yaşlı blogculardan bazıları olayı Sovyet Okulları'ndaki korkularından biri olarak anımsadılar.",train
It's the day a big feast would be cooked and be visited by relatives,"Büyük kazanlarda yemeklerin yapılıp akrabaların bizi ziyaret ettiği bir gündü,",train
Phnom Penh public library,Phnom Penh Halk Kütüphanesi.,train
"As Maureen O'Danu writes, the status of Puerto Rico can also be seen by the importance given to the island's grievances in the international and US media, as she puts it in her article ""In the Eye of Hurricane Irma There is (Too Much) Quiet""","Maureen O'Danu'nun makalesinde de belirttiği gibi adanın mağduriyeti, uluslararası medyanın ve ABD medyasının verdiği önemden anlaşılabilir.",train
"Čemerski didn't consider himself an activist, even though as a professor he participated in activities demanding reforms such as restoring academic freedoms and university autonomy.",Čemerski bir profesör olarak akademik özgürlüğün iyileştirilmesine yönelik düzeltmeler talep eden eylemlere katılsa dahi kendisini bir aktivist olarak görmedi.,train
Blogger Jenny White spoke up saying:,Blogger Jenny White şöyle tepki verdi:,train
"In this video, James talks about being captured in Libya in 2011 - he was such a brave journalist: http://t.co/qVdFLb2xx3. — Faisal Irshaid فيصل (@faisalirshaid) August 19, 2014","Bu videoda, James 2011 yılında Libya'da alıkoyuluşu hakkında konuşuyor - çok cesur bir haberciydi.",train
"Al Sisi in USA to give Trump some lessons ""how to kill your people"" !! #usa #Humanrights #Egypt #السيسي @realDonaldTrump @AlsisiOfficial pic.twitter.com/ZI6GUu2Y0P — Ameer Gowayed (@AmeerGowayed) April 4, 2017","El-Sisi ABD'de ""halkını nasıl öldürebileceğine"" dair Trump'a ders veriyor! #abd #insanhakları #mısır",train
"The Forgotten Massacre of Chinese People in Torreón, Mexico · Global Voices","Torreón, Meksika'daki Unutulan Çinli Katliamı",train
"Langtang National Park, Nepal’s first Himalayan national park and the one nearest to capital Kathmandu, has been declared a restricted zone by local authorities to allow red pandas to mate.","Nepal'in ilk Himalayalı ulusal ve başkent Kathmandu'ya en yakın parkı Langtang Ulusal Parkı, kızıl pandaların çiftleşebilmeleri için, yetkililerce sınırlı bölge ilan edildi.",train
Also check out our on going coverage on Global Voices Checkdesk,Ayrıca Global Voices Checkdesk'teki yayın kapsamımıza da göz atabilirsiniz.,train
FOR Peace!,Barışa!,train
"Picture courtesy of Magdalene, used with permission.",Magdalene'nin izniyle kullanılmıştır.,train
Alice Hart published the book ‘Picturesque Burma’ also in 1897.,"Alice Hart ""Picturesque Burma"" (Pitoresk Burma) adındaki kitabını 1897'de yayınladı.",train
The capture of Mozambique’s notorious criminal Nini Satar meets sceptical public reaction · Global Voices,"Mozambik'in Azılı Suçlusu Nini Satar'ın yakalanması, Halktan Kuşkucu Tepki Aldı",train
"In 2011 , Erdogan was furious with Dilsat Aktas, a protester who climbed an armoured police-carrier and was beaten up by police and suffered a hip fracture.","2011 yılında , Erdoğan, polis panzerine çıkan ve sonrasında polisler tarafından dövülerek kalçası kırılan Dilşat Aktaş'a kızgınlığını gösterdi.",train
The attack occurred nearly a week before Christmas and has shaken the minority Christian community in Pakistan.,"Saldırı, Noel'den yaklaşık bir hafta önce gerçekleşti ve Pakistan'daki azınlık Hristiyan topluluğunu sarstı.",train
"The total length of the Indo-Bangladesh border is of 4,096 kilometers (2,545 miles), about 7 percent of which is located in Assam.","Hindistan-Bangladeş sınırı 4.096 kilometre uzunluğunda, yaklaşık yüzde yedisi ise Assam'da bulunmakta.",train
A European phenomenon,Bir Avrupa Fenomeni,train
Public Domain.,Kamu Malı.,train
"This has been a contentious point with the Archibald, regarding both artists and their subjects.",Hem sanatçı hem de öznelerini ilgilendiren bu tartışmacı konu Archibald ile yakından ilgili.,train
Yerevan woman sitting at a public park with a living statue of a piano with Forget-Me-Not flowers on it.,Erivanlı bir kadın parkta unutma beni çiçekleri içindeki piyano heykelinin yanında oturuyor.,train
"""We experienced severe violent activities, kidnappings, shootings, killings, there were a lot of vehicles bombed,"" says Hassan.","Hassan, ""Birçok şiddet eylemlerine tanık olduk.",train
Reaction to Trump's language was strong around the world and in the United States.,Amerika'da ve dünyanın geri kalanında Trump'ın kullandığı dile gösterilen tepkiler son derece sert olmuştur.,train
"Notice how he talked about the parents, not the students.",Öğrenciler değil ebeveynler hakkında nasıl konuştuğuna dikkat edin.,train
"Beyond celebrations in the streets of Banjul, a social media user tweeted:",Banjul sokaklarındaki kutlamalarından öte bir sosyal medya kullanıcısı şöyle tweetledi:,train
The nature of the threats have also escalated from local to international.,"Tehditlerin cinsi, bölgeselden uluslararasına doğru tırmandı.",train
"With a push from international and local human rights organizations, a law on preventing domestic violence was adopted by the Tajik parliament in December 2012.",Uluslararası ve yerel insan hakları örgütlerinin zorlaması ile Aralık 2012'de ev içi şiddetin engellenmesi üzerine bir yasa Tacik meclisi tarafından kabul edilmiştir.,train
Yes to secular state! pic.twitter.com/9tybulNECO — Ergin Kocyildirim (@kocyildirim) 29 augustus 2015,Laik devlete evet!,train
"Photo of Mostafa Azizi shared by the International Campaign for Human Rights in Iran, and used with permission.","Mostafa Azizi'nin İran İnsan Hakları Uluslararası Seferberliği tarafından paylaşılan fotoğrafı, izin alınarak kullanılmıştır.",train
"Beyond the linguistic phenomena, there are political, cultural, and even ideological elements to consider.","Dilbilimsel durumun yanı sıra politik, kültürel hatta ideolojik etkenler de düşünülmelidir.",train
"Without the power to veto, the democrats have instead delayed readings of bills in an attempt to influence lawmaking, either by reviewing the text of the bills clause-by-clause or demanding a headcount to confirm there is quorum, or both.","Veto gücü olmaksızın, demokratlar yasama sürecini manipüle etmek için tasarıyı madde madde tekrar gözden geçirerek ya da yeterli çoğunluk için oy talep ederek veya her ikisini de yaparak ertelemekte.",train
"Kathmandu's new living goddess #Kumari Trishna Shakya, 3, was taken to Kumari ghar today.","Kathmandu'nun yeni yaşayan tanrıçası #Kumari Trishna Shakya,3, bugün Kumari Ghar'a götürülmüştür.",train
Cambodia’s ruling party has been in power for more than three decades.,Kamboçya iktidarı 30 yılı aşkın süredir yönetimde bulunmakta.,train
"Well, the situation is that there's a big question mark related to vaccines against flu.",Çünkü grip konusunda büyük bir soru işareti var.,train
"Netizen Report: Around the World, Activists Demand Answers From Facebook · Global Voices",Netizen Raporu: Dünyada Aktivistler Facebook'tan Cevap İstiyor,train
Almost half of these girls have a measly daily income of Tk.,101-299 ($1.25-$3.75).,train
"Koch often said that the Ukrainian people were inferior to the Germans, that Ukrainians were half-monkeys, and that Ukrainians ""must be handled with the whip like the negroes.""","Koch birçok kez Ukrayna halkının Almanların aşağısında olduğunu, Ukraynalıların yarım maymun olduklarını ve onların ""zencilere yapıldığı gibi kırbaçla idare edilmesi"" gerektiğini söylemiştir.",train
"Dear Tajiks of Moscow, record this onerous process and send to the media.",Lütfen bu meşakatli süreci kayıt altına alın ve basına yollayın.,train
"Police reinforcements in Sousse after gunmen killed 28 people, mostly tourists, on a beach.","Susa'da silahlı kişilerin, sahilde çoğu turistlerden oluşan 28 kişiyi öldürmesinin ardından polis takviye kuvvetleri.",train
"The lawmakers would like to amend the rule to allow candidates younger than 35 and those above 75 years to run, arguing that current law conflicts with Articles 1 and 21 of the constitution, which stipulates that all Ugandans are equal under the law.","Kanun yapıcılar, bu maddenin Anayasanın bütün Ugandalıların kanun karşısında eşit olduğunu öngören 1. ve 21. maddeleriyle ters düştüğünü savunarak 35 yaşından küçük ve 75 yaşından büyük adayların da seçime katılmalarını mümkün kılmak istiyor.",train
"Former Kumari Rashmila Shakya, who wrote the autobiography ‘From Goddess to Mortal: the True Life Story of a Former Royal Kumari has tried to change perceptions and raise awareness about the reality of living as a goddess.","""Bir Tanrıça'dan Ölümlüye: Bir Önceki Kraliyet Kumarisinin Gerçek Hayat Hikayesi'' adlı otobiyografiyi yazan bir önceki Kumari Rashmilla Shakya algıları değiştirmeye ve bir tanrıça olarak yaşamanın gerçekçi yanlarına yönelik farkındalık yaratmaya çalışmıştır.",train
An important change to the understanding of quorum,"Madde Geliyor"" yazılmış.",train
"Even though the call resulted in attracting more people to protest, some also questioned Al-Sadr’s support, pointing out his political role as the leader of the political party, the Sadrist Movement, and wondering why he is not changing the political system from the inside out.","Yapılan çağrı protestolara daha çok insanın katılmasına yol açsa da, bazıları El-Sadr'in politik parti olan ""Sadrci Hareketi""nin lideri oluşunu belirterek desteğini ve politik sistemi neden tersyüz etmiyor olduğunu sorguladılar.",train
"On Twitter in recent weeks, they have been sharing thoughts on family, pilau, oversized weddings and other things using the #GrowingUpAfghan hashtag.","İnsanlar son haftalarda Twitter'da #GrowingUpAfghan hashtag'iyle Afgan aile yapısı, pilavı, şaşalı düğünleri ve diğer özellikleri hakkında düşüncelerini dile getiriyorlar.",train
"While President of Rwanda Paul Kagamé appears to be a historic ally of Kabila, supporting him today seems to be increasingly difficult for the other African leaders.","Ruanda Devlet Başkanı Paul Kagamé, Kabila'nın tarihi müttefiki gibi görünmekle birlikte, bugün onu destekleyen diğer Afrikalı liderler için gittikçe daha zor görünüyor.",train
Nobody can get horny if you are dressed like this.,Öyle giymeseydin kimse sapıtmazdı.,train
"The missing faces in today #ParisMarch pic.twitter.com/qNyZhoaaDT — Ⓐhmad (@ANimer) January 11, 2015",— Ⓐhmad (@ANimer) 11 Ocak 2015,train
(Image Credit: digital drawing by Melody Sundberg.,Image used with her permission),train
"Sattar Behesti, a blogger who died under torture by a prison interrogator, with his mother.","Bir cezaevinin sorgulayıcısı tarafından işkence altında öldürülmüş bir blog yazarı, Sattar Bahesti annesiyle birlikte.",train
"Cruelty at its finest. — Ruwayda Mustafah (@RuwaydaMustafah) August 19, 2014",Gaddarlığın bu kadarı.,train
Photo by Service Ciné Photo (Bureau presse information),Fotoğraf: Service Ciné Photo.,train
Afghan journalists are routinely beaten and intimidated by all sides in the country's ongoing conflict.,Afgan gazeteciler gayet olağanmış gibi ülkenin süren karmaşasında herkes tarafından ezilip sindiriliyor.,train
Happy ‪#‎AfricaDay‬!,‪Afrika Günü'nüz kutlu olsun!,train
And some were skeptical that a politician like Akuffo-Addo would put his words into action.,"Ve bazıları, Akuffo-Addo gibi bir siyasetçinin sözlerini harekete çevireceğinden kuşku duyuyordu.",train
"His story incites people with its absurdity, exaggeration, sensation and grand plan.","Hikayesi mantıksızlığı, abartısı, heyecan vericiliği ve büyük planıyla insanları kışkırtır.",train
That's where the official narrative and common sense of the paulista are broadcasted full-time.,Orası tam olarak resmi açıklamaların ve paulista sağduyusunun sürekli duyurulduğu yerdir.,train
"Once upon a time, the Saudi Ministry of Culture & Information was able to control what people said and heard through the media.","Bir zamanlar, Kültür ve Bilgi Bakanlığı insanların söylediklerini ve duyduklarını kontrol etme yetkisine sahipti.",train
"The experiment plan is very promising, since ten million subject in a research is fair enough to exclude every kind of disturbing circumstances, and the distribution following party sympathy is more or less random.","Deney planı oldukça iyi çünkü 10 milyon katılımcı tüm rahatsız edici durumları dengeleyecek kadar çok, ve parti tutma dağılımı da hemen hemen rastgele.",train
Persistent dog barking drew the attention of two police officers to a little girl crying on the sidewalk.,Huancayolu iyi köpek... !!!,train
"Somewhere there was someone knee-deep in water, somewhere a car had broken down in the middle of the road because of engine failure, and somewhere traffic congestion had become a nightmare for the city dwellers.","Bir yerlerde dize kadar suda yaşayan birileri var, bir yerlerde motoru bozulduğu için yolun ortasında kalmış bir araba ve bir yerlerde şehir sakinleri için kabusa dönüşmüş bir trafik tıkanıklığı.",train
"However, the president's statement drew mixed reactions.",Ancak cumhurbaşkanının ifadesi karışık tepkiler aldı.,train
"Netizens did the same, discussing the crisis without mentioning any keyword to avoid censorship:","İnternet kullanıcıları, sansürden kaçınmak için herhangi bir anahtar kelime kullanmadan krizi tartışarak aynı şeyi yaptılar:",train
"On Saturday, May 14, different bands of rebel soldiers started to kill Chinese people who were found on their plantations, among them a very well-liked older man by the name of Juan Maa (Huang Mah).","14 Mayıs Cumartesi günü farklı gruplarla ayaklanan askerler, aralarında Juan Maa adındaki çok sevilen yaşlı bir adamın da yer aldığı Çinlileri çiftliklerinde bulup öldürmeye başladılar.",train
Pakistan's Christian minority protest against an attack on their community members in Lahore in 2013.,"Pakistan'daki Hristiyan azınlık, 2013'te Lahor'daki azınlığa karşı yapılan saldırıyı protesto ederken.",train
"The Bitlis Psychiatric Hospital also mentioned that, N.Y. was psychologically damaged by the rape.","Bitlis Ruh ve Sinir Hastalıkları Hastanesi de, N.Y.'nin tecavüzden psikolojik olarak zarar gördüğünü açıkladı.",train
"If they adopt this subject it will deprive us of our good sexual behavior and it will only address the negative sides of this behaviour, leading to other problems.","Çocuklar eğer bu konunun bizi uygun cinsel davranışlardan mahrum bırakacağı ve bu konunun sadece cinsel davranışların olumsuz yönlerini ele alacağı düşüncesine kapılırlarsa, başka problemler ortaya çıkacaktır.",train
Live video broadcast,Canlı video yayını,train
"Cao Changqing, a columnist, expressed his support more vocally on Twitter:",Köşe yazarı Cao Changqing desteğini daha sesli olarak Twitter'da gösterdi:,train
"Just as Nepal was coming back to normalcy following a 7.8 magnitude earthquake that devastated the country on April 25, a second quake of 7.3 magnitude hit the country again on May 12.","25 Nisan 7.8 şiddetindeki deprem ile yıkım yaşayan Nepal tam normale dönüyorken, 12 Mayıs'ta 7.3 şiddetinde ikinci bir deprem meydana geldi.",train
"The country has been ruled by President Ismael Omar Guelleh since 1999 and although the government’s official line has been largely pro-American, the broader populace has increasingly distanced itself from this stance.",Ülke 1999'dan bu yana Başkan İsmail Omar Guelleh tarafından yönetilmekte ve hükümetin resmi duruşu büyük ölçüde Amerika taraflı bir tutum tercih etmişse de halkın büyük çoğunluğu bu tutumdan gittikçe uzaklaşmışlardır.,train
"The news quickly spread on social media, showing graphic images of the victims and the damage in the mosque.","Haberler sosyal medyada, öldürülenler ve camideki hasarın grafik resimleriyle birlikte, çabucak yayıldı.",train
Miners are on the agenda only after explosions and collapses.,Is there anyone understanding the sunrise and the blue sky better than them?,train
Sediqqi is right to note that the emergence of a free media is among the notable achievements registered after the Taliban regime was ousted by a US-led invasion in 2001.,2001'de ABD'nin müdehalesiyle indirilen Taliban rejiminden sonra Sediqqi özgür bir basının ortaya çıkışını kayda değer bulmakta haklıda.,train
The shares of political parties and other groups participating was finally reached and the conference is due to start sometime early next year.,Konferansta yer alacak siyasi partiler ve diğer örgütler en sonunda ulaşabildiler ve konferans bu yıl içerisinde düzenlenebilecek.,train
"It doesn’t sound like much but it provided structure, discipline and forced me to be more observant.","Kulağa az geliyor ama yapıyı ve disiplini oturtmamı sağladı, beni daha gözlemci yaptı.",train
"The assassinations and violent attacks have often been attributed to the usual suspect ""Al-Qaeda, although no investigations have proven their involvement, others accuse Saleh and his loyalist for the volatile security condition that Yemen has been experiencing since his handover of power.","Suikastlerin El Kaide tarafından düzenlendiği düşünülüyor fakat şu ana kadar herhangi bir delil elde edilemedi, ayırca buna ek olarak eski başkan Saleh'e bağlı birliklerin de bu saldırılarda rol alabileceği düşünülüyor.",train
